,Year,Prodcom code,Commodity code,Prodcom Description,Commodity Description
2935,2025,13.20.20.72,52084900,"Woven fabrics of cotton of yarns of different colours, for other clothing","Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², made from yarn of different colours (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
2936,2025,13.20.20.72,52094100,"Woven fabrics of cotton of yarns of different colours, for other clothing","Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², made of yarn of different colours"
2937,2025,13.20.20.72,52094300,"Woven fabrics of cotton of yarns of different colours, for other clothing","Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², in three-thread or four-thread twill, incl. cross twill, made of yarn of different colours"
2938,2025,13.20.20.72,52094900,"Woven fabrics of cotton of yarns of different colours, for other clothing","Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², made of yarn of different colours (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
2939,2025,13.20.20.72,52104100,"Woven fabrics of cotton of yarns of different colours, for other clothing","Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing <= 200 g/m², made of yarn of different colours"
2940,2025,13.20.20.72,52104900,"Woven fabrics of cotton of yarns of different colours, for other clothing","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing <= 200 g/m², made from yarn of different colours (excl. plain woven fabrics)"
2941,2025,13.20.20.72,52114100,"Woven fabrics of cotton of yarns of different colours, for other clothing","Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing > 200 g/m², made of yarn of different colours"
2942,2025,13.20.20.72,52114300,"Woven fabrics of cotton of yarns of different colours, for other clothing","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing > 200 g/m², in three-thread or four-thread twill, incl. cross twill, made of yarn of different colours"
2943,2025,13.20.20.72,52114910,"Woven fabrics of cotton of yarns of different colours, for other clothing","Woven jacquard fabrics containing predominantly, but < 85% cotton by weight, mixed mainly or solely with man-made fibres and weighing > 200 g/m², made of yarn of different colours"
2944,2025,13.20.20.72,52114990,"Woven fabrics of cotton of yarns of different colours, for other clothing","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing > 200 g/m², made of yarn of different colours (excl. those in three-thread or four-thread twill, incl. cross twill"
2945,2025,13.20.20.72,52121410,"Woven fabrics of cotton of yarns of different colours, for other clothing","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with flax, weighing <= 200 g/m², made of yarn of different colours"
2946,2025,13.20.20.72,52121490,"Woven fabrics of cotton of yarns of different colours, for other clothing","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those mixed principally or solely with man-made fibres or principally or solely with flax, weighing <= 200 g/m², made of yarn of different colours"
2947,2025,13.20.20.72,52122410,"Woven fabrics of cotton of yarns of different colours, for other clothing","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with flax, weighing > 200 g/m², made of yarn of different colours"
2948,2025,13.20.20.72,52122490,"Woven fabrics of cotton of yarns of different colours, for other clothing","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those mixed principally or solely with man-made fibres or principally or solely with flax, weighing > 200 g/m², made of yarn of different colours"
2949,2025,13.20.20.74,52084100,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², made from yarn of different colours"
2950,2025,13.20.20.74,52084200,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 g/m², made from yarn of different colours"
2951,2025,13.20.20.74,52084300,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread or four-thread twill, incl. cross twill, made from yarn of different colours"
2952,2025,13.20.20.74,52084900,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², made from yarn of different colours (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
2953,2025,13.20.20.74,52094100,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², made of yarn of different colours"
2954,2025,13.20.20.74,52094300,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², in three-thread or four-thread twill, incl. cross twill, made of yarn of different colours"
2955,2025,13.20.20.74,52094900,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², made of yarn of different colours (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
2956,2025,13.20.20.74,52104100,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing <= 200 g/m², made of yarn of different colours"
2957,2025,13.20.20.74,52104900,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing <= 200 g/m², made from yarn of different colours (excl. plain woven fabrics)"
2958,2025,13.20.20.74,52114100,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing > 200 g/m², made of yarn of different colours"
2959,2025,13.20.20.74,52114300,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing > 200 g/m², in three-thread or four-thread twill, incl. cross twill, made of yarn of different colours"
2960,2025,13.20.20.74,52114910,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Woven jacquard fabrics containing predominantly, but < 85% cotton by weight, mixed mainly or solely with man-made fibres and weighing > 200 g/m², made of yarn of different colours"
2961,2025,13.20.20.74,52114990,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with man-made fibres and weighing > 200 g/m², made of yarn of different colours (excl. those in three-thread or four-thread twill, incl. cross twill"
2962,2025,13.20.20.74,52121410,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with flax, weighing <= 200 g/m², made of yarn of different colours"
2963,2025,13.20.20.74,52121490,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those mixed principally or solely with man-made fibres or principally or solely with flax, weighing <= 200 g/m², made of yarn of different colours"
2964,2025,13.20.20.74,52122410,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally or solely with flax, weighing > 200 g/m², made of yarn of different colours"
2965,2025,13.20.20.74,52122490,"Woven fabrics of cotton of yarns of different colours, for household linen or home furnishing textiles","Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those mixed principally or solely with man-made fibres or principally or solely with flax, weighing > 200 g/m², made of yarn of different colours"
2966,2025,13.20.20.79,52084100,"Woven fabrics of cotton of yarns of different colours, for technical or industrial uses","Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², made from yarn of different colours"
2967,2025,13.20.20.79,52084200,"Woven fabrics of cotton of yarns of different colours, for technical or industrial uses","Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 g/m², made from yarn of different colours"
